,text,xmin,xmax,negative,neutral,positive
19,"His rooms were brilliantly lit, and, even as I looked up, I saw his tall, spare figure pass twice in a dark silhouette against the blind.
",231.30627824100623,239.188,0.01173257827758789,0.41458195447921753,0.5736854672431946
20,"He was pacing the room swiftly, eagerly, with his head sunk upon his chest and his hands clasped behind him.
",240.124,247.40399999999997,0.012134339660406113,0.8277474641799927,0.1601182073354721
21,"To me, who knew his every mood and habit, his attitude and manner told their own story.
",248.38799999999998,254.26799999999997,0.04381275922060013,0.8625203967094421,0.09366687387228012
22,He was at work again.,255.17999999999998,256.252,0.18592828512191772,0.7371841073036194,0.07688765227794647
23,"He had risen out of his drug-created dreams and was hot upon the scent of some new problem.
",256.95599999999996,262.0520000000001,0.49443045258522034,0.47921597957611084,0.026353619992733
24,"I rang the bell and was shown up to the chamber which had formerly been in part my own.
",263.11600000000004,267.3160000000001,0.050472863018512726,0.8951056599617004,0.054421454668045044
25,His manner was not effusive. ,268.29200000000003,269.6840000000001,0.1749294549226761,0.7643906474113464,0.060679953545331955
26,"It seldom was; but he was glad, I think, to see me. ",270.396,273.78800000000007,0.025365211069583893,0.29733091592788696,0.6773038506507874
27,"With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars, and indicated a spirit case and a gasogene in the corner. ",275.124,286.81200000000007,0.16124916076660156,0.7796269059181213,0.059123918414115906
28,"Then he stood before the fire and looked me over in his singular introspective fashion.
",287.788,291.94000000000005,0.06645684689283371,0.8243198990821838,0.10922333598136902
29,"“Wedlock suits you,” he remarked. ",293.284,295.8405233260712,0.011208521202206612,0.4242169260978699,0.5645745396614075
30,"“I think, Watson, that you have put on seven and a half pounds since I saw you.”",296.276,300.8760000000001,0.015602913685142994,0.8135384917259216,0.17085851728916168
31,“Seven!” I answered.,301.732,303.3640000000001,0.008098388090729713,0.5490888357162476,0.44281280040740967
32,"“Indeed, I should have thought a little more, I fancy, Watson. 
",304.084,309.3400000000001,0.046908311545848846,0.7211363911628723,0.2319553643465042
33,"And in practice again, I observe. ",310.108,312.0520000000001,0.02746547758579254,0.845221757888794,0.12731274962425232
34,You did not tell me that you intended to go into harness.”,312.55600000000004,315.4587661420235,0.15613499283790588,0.7145851850509644,0.1292797476053238
35,"“Then, how do you know?”
",316.196,317.13200000000006,0.02330145426094532,0.9096245765686035,0.06707402318716049
36,"“I see it, I deduce it. ",317.99600000000004,320.73469049515086,0.039132870733737946,0.881607174873352,0.0792599767446518
37,"How do I know that you have been getting yourself very wet lately, and that you have a most clumsy and careless servant girl?”
",321.36400000000003,328.86000000000007,0.6982776522636414,0.2779330015182495,0.0237892959266901
38,"“My dear Holmes,” said I, “this is too much. ",330.052,332.80815794719535,0.04453028365969658,0.617375373840332,0.3380943536758423
39,"You would certainly have been burned, had you lived a few centuries ago. ",333.252,336.36400000000003,0.7718855142593384,0.21018563210964203,0.017928801476955414
40,"It is true that I had a country walk on Thursday and came home in a dreadful mess, but as I have changed my clothes I can’t imagine how you deduce it. ",336.892,344.94800000000004,0.9011480808258057,0.08993249386548996,0.008919396437704563
41,"As to Mary Jane, she is incorrigible, and my wife has given her notice, but there, again, I fail to see how you work it out.”
",345.82,353.32400000000007,0.551959216594696,0.4138084650039673,0.03423235937952995
42,"He chuckled to himself and rubbed his long, nervous hands together.
",354.708,358.1000000000001,0.22485041618347168,0.7280364632606506,0.047113094478845596
43,"“It is simplicity itself,” said he; “my eyes tell me that on the inside of your left shoe, just where the firelight strikes it, the leather is scored by six almost parallel cuts. ",358.87600000000003,371.643622713972,0.1278333067893982,0.8067845106124878,0.06538217514753342
44,Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it. ,372.02000000000004,380.0217000129296,0.8361645936965942,0.15368717908859253,0.010148243978619576
45,"Hence, you see, my double deduction that you had been out in vile weather, and that you had a particularly malignant boot-slitting specimen of the London slavey. ",380.692,389.7320000000001,0.9130803346633911,0.07922031730413437,0.007699362933635712
46,"As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show where he has secreted his stethoscope, I must be dull, indeed, if I do not pronounce him to be an active member of the medical profession.”
",390.70000000000005,412.58000000000004,0.34564194083213806,0.5927675366401672,0.06159050390124321
47,I could not help laughing at the ease with which he explained his process of deduction. ,413.844,417.82000000000005,0.029098790138959885,0.5001355409622192,0.47076573967933655
48,"“When I hear you give your reasons,” I remarked, “the thing always appears to me to be so ridiculously simple that I could easily do it myself, though at each successive instance of your reasoning I am baffled until you explain your process. ",418.884,431.85952639780663,0.07205460220575333,0.7405030131340027,0.18744231760501862
49,"And yet I believe that my eyes are as good as yours.”
",432.38,435.2200000000001,0.023441851139068604,0.4429810047149658,0.5335772037506104
50,"“Quite so,” he answered, lighting a cigarette, and throwing himself down into an armchair. ",436.284,441.5160000000001,0.020153647288680077,0.872318685054779,0.10752765834331512
51,"“You see, but you do not observe. 
",442.26,444.98514543397647,0.020711243152618408,0.8982514142990112,0.08103729784488678
52,The distinction is clear. ,445.36400000000003,446.93248231968016,0.04039453715085983,0.8306153416633606,0.12899012863636017
53,"For example, you have frequently seen the steps which lead up from the hall to this room.”",447.212,452.06000000000006,0.018159303814172745,0.8865331411361694,0.09530758857727051
54,“Frequently.”,452.78000000000003,453.4200000000001,0.0326775498688221,0.901410698890686,0.06591181457042694
55,“How often?”,454.324,455.1067685492037,0.016497764736413956,0.9367033243179321,0.04679897800087929
56,"“Well, some hundreds of times.",455.868,457.83600000000007,0.042131755501031876,0.7723100781440735,0.18555812537670135
57,“Then how many are there?”,458.524,460.22800000000007,0.018757132813334465,0.9349726438522339,0.0462702214717865
58,“How many? ,461.156,461.79600000000005,0.01235185842961073,0.9326483011245728,0.05499984696507454
59,I don’t know.”,462.332,463.18800000000005,0.14831839501857758,0.7986974716186523,0.05298413336277008
60,“Quite so! ,464.02000000000004,464.94355431610956,0.02055261842906475,0.5304903388023376,0.44895705580711365
61,You have not observed. ,465.404,466.61916977590107,0.10605090111494064,0.8237994909286499,0.07014961540699005
62,And yet you have seen. ,467.00410846260996,468.66800000000006,0.052284568548202515,0.8003270030021667,0.1473884880542755
63,That is just my point. ,469.09200000000004,470.87613878185795,0.12975020706653595,0.6821786165237427,0.18807116150856018
64,"Now, I know that there are seventeen steps, because I have both seen and observed. ",471.668,476.5143583695348,0.017467554658651352,0.8877682089805603,0.09476421773433685
65,"By the way, since you are interested in these little problems, and since you are good enough to chronicle one or two of my trifling experiences, you may be interested in this.” ",476.956,487.9306530814356,0.043283455073833466,0.554608941078186,0.4021076261997223
66,"He threw over a sheet of thick, pink-tinted notepaper which had been lying open upon the table. ",488.78000000000003,493.4920000000001,0.1475442349910736,0.8084331750869751,0.044022608548402786
67,"“It came by the last post,” said he. ",494.236,496.8520000000001,0.01045871153473854,0.9314110279083252,0.05813029035925865
68,“Read it aloud.”,497.38,498.46000000000004,0.021093102172017097,0.8443572521209717,0.13454967737197876
69,"The note was undated, and without either signature or address.
",499.684,503.41119114217736,0.1328640580177307,0.8380916118621826,0.029044389724731445
70,"“There will call upon you tonight, at a quarter to eight o’clock,” it said, “a gentleman who desires to consult you upon a matter of the very deepest moment. ",504.588,513.4422404487672,0.013152187690138817,0.8195441365242004,0.1673036813735962
71,Your recent services to one of the royal houses of Europe have shown that you are one who may safely be trusted with matters which are of an importance which can hardly be exaggerated. ,514.148,524.5640000000001,0.013143327087163925,0.47002115845680237,0.5168355107307434
72,"This account of you we have from all quarters received. 
",525.484,528.484,0.018653180450201035,0.6628435850143433,0.3185032606124878
73,"Be in your chamber then at that hour, and do not take it amiss if your visitor wear a mask.”",529.1800000000001,535.3032119398079,0.08976399898529053,0.8239668607711792,0.08626911789178848
74,"“This is indeed a mystery,” I remarked. 
",536.452,538.6981918811414,0.018510103225708008,0.6188199520111084,0.3626699447631836
75,“What do you imagine that it means?”,539.4440000000001,541.3480000000001,0.03612295910716057,0.9174331426620483,0.04644377902150154
76,“I have no data yet. ,542.364,543.9514727821094,0.07202622294425964,0.8166027665138245,0.11137110739946365
77,It is a capital mistake to theorise before one has data. X,544.284,547.8235031013573,0.3620712161064148,0.5916002988815308,0.04632846266031265
78,"Insensibly one begins to twist facts to suit theories, instead of theories to suit facts. ",548.5,555.3516820030553,0.25969675183296204,0.7080456018447876,0.03225759044289589
79,But the note itself. ,555.876,557.0952278193249,0.12965156137943268,0.7915204167366028,0.07882804423570633
80,"What do you deduce from it?”
",557.436,559.3595730352594,0.08455928415060043,0.8484957218170166,0.06694500148296356
81,"I carefully examined the writing, and the paper upon which it was written.
",560.708,564.1800000000001,0.042947057634592056,0.8455513715744019,0.11150160431861877
82,"“The man who wrote it was presumably well to do,” I remarked, endeavouring to imitate my companion’s processes. ",565.4200000000001,573.1026106134136,0.025635292753577232,0.7935368418693542,0.18082787096500397
83,"“Such paper could not be bought under half a crown a packet. 
",573.996,577.4040000000001,0.13981446623802185,0.7651758193969727,0.09500975161790848
84,It is peculiarly strong and stiff.”,577.844,579.837756062012,0.05975894257426262,0.6647776961326599,0.275463342666626
85,"“Peculiar﻿—that is the very word,” said Holmes. 
",580.804,584.884,0.22636066377162933,0.6385414004325867,0.13509789109230042
86,“It is not an English paper at all. ,585.476,587.5960000000001,0.039628539234399796,0.8891032934188843,0.07126813381910324
87,Hold it up to the light.”,588.3000000000001,589.6876577513269,0.02878609485924244,0.7093098759651184,0.2619039714336395
88,"I did so, and saw a large E with a small g, a P, and a large G with a small t woven into the texture of the paper.
",590.724,599.956,0.028238993138074875,0.869086742401123,0.10267417132854462
89,"“What do you make of that?” asked Holmes.
",601.076,603.6742405970749,0.02590370737016201,0.9276923537254333,0.046403929591178894
90,"“The name of the maker, no doubt; or his monogram, rather.”
",604.492,607.6200000000001,0.08162681758403778,0.8790934085845947,0.03927980735898018
91,“Not at all. ,608.636,609.5720000000001,0.13426044583320618,0.7825202345848083,0.08321939408779144
92,"The G with the small t stands for ‘Gesellschaft,’ which is the German for ‘Company.’ ",610.4440000000001,616.8677899897228,0.03795952722430229,0.8600432276725769,0.1019972637295723
93,It is a customary contraction like our ‘Co.’ ,617.308,620.22,0.08411073684692383,0.8728513717651367,0.043037883937358856
94,"P, of course, stands for ‘Papier.’ ",621.3480000000001,623.788,0.01856326311826706,0.7666031122207642,0.2148335874080658
95,Now for the ‘Eg.’ ,624.5,626.3780398966476,0.03566741570830345,0.8780363202095032,0.08629628270864487
96,Let us glance at our Continental Gazetteer.” ,626.812,629.6386970075932,0.036959610879421234,0.8618583679199219,0.1011820137500763
97,He took down a heavy brown volume from his shelves. ,630.556,633.2163624487698,0.15234540402889252,0.8043563961982727,0.04329816624522209
98,"“Eglow, Eglonitz﻿—here we are, Egria. ",633.908,638.6547857906037,0.008069617673754692,0.7099665999412537,0.2819637954235077
99,"It is in a German-speaking country﻿—in Bohemia, not far from Carlsbad. ",639.124,644.9270220387423,0.011696473695337772,0.9149049520492554,0.07339856028556824
100,"‘Remarkable as being the scene of the death of Wallenstein, and for its numerous glass-factories and paper-mills.’ ",646.124,653.576820763612,0.029345570132136345,0.6626578569412231,0.30799660086631775
101,"Ha, ha, my boy, what do you make of that?” 
",653.948,656.9944441571047,0.1447312980890274,0.6466149687767029,0.2086537480354309
102,"His eyes sparkled, and he sent up a great blue triumphant cloud from his cigarette.",657.524,662.134507797276,0.011073300614953041,0.2518259584903717,0.7371007800102234
103,"“The paper was made in Bohemia,” I said.",663.34,665.892,0.02669484168291092,0.8825539946556091,0.09075120091438293
104,“Precisely. ,666.964,667.86,0.044794920831918716,0.681492805480957,0.2737123370170593
105,And the man who wrote the note is a German. ,668.388,670.556,0.061273060739040375,0.8613501191139221,0.07737673819065094
106,Do you note the peculiar construction of the sentence﻿—‘This account of you we have from all quarters received.’ ,671.124,678.3849232314358,0.05644365772604942,0.9046186208724976,0.0389377735555172
107,A Frenchman or Russian could not have written that. ,679.3240000000001,681.6682237945407,0.17531931400299072,0.7634114027023315,0.06126922741532326
108,It is the German who is so uncourteous to his verbs. ,682.164,685.3817499486732,0.6082228422164917,0.3580961227416992,0.03368106484413147
109,"It only remains, therefore, to discover what is wanted by this German who writes upon Bohemian paper and prefers wearing a mask to showing his face. ",685.82,695.5033730639004,0.06751681864261627,0.8823896050453186,0.05009354278445244
110,"And here he comes, if I am not mistaken, to resolve all our doubts.”
",696.028,700.9251982872569,0.12592874467372894,0.8003053069114685,0.07376594096422195
111,"As he spoke there was the sharp sound of horses’ hoofs and grating wheels against the curb, followed by a sharp pull at the bell. ",701.972,709.5880000000001,0.14401452243328094,0.8034334182739258,0.05255206674337387
112,"Holmes whistled.
",710.1560000000001,711.0920000000001,0.018580786883831024,0.8625723719596863,0.11884687840938568
113,"“A pair, by the sound,” said he. ",712.284,714.5160000000001,0.013917523436248302,0.7173523902893066,0.2687300741672516
114,"“Yes,” he continued, glancing out of the window. ",715.068,718.1800000000001,0.010587587021291256,0.7216252684593201,0.2677871286869049
115,“A nice little brougham and a pair of beauties. ,718.948,722.0615793091984,0.003583749523386359,0.03519323840737343,0.9612230658531189
116,A hundred and fifty guineas apiece. ,722.356,724.2001039694495,0.02970374934375286,0.8478431105613708,0.12245307862758636
117,"There’s money in this case, Watson, if there is nothing else.”
",724.804,727.8230563149448,0.07535585016012192,0.8323386907577515,0.09230551868677139
118,"“I think that I had better go, Holmes.”",728.956,730.5400000000001,0.09874127805233002,0.710233747959137,0.19102494418621063
119,"“Not a bit, Doctor. ",731.14,732.604,0.06657107919454575,0.7781798839569092,0.1552489548921585
120,Stay where you are. ,733.092,734.2085098238799,0.05555623024702072,0.7567065358161926,0.18773716688156128
121,I am lost without my Boswell. ,734.3670139889954,736.3000000000001,0.2554583251476288,0.693576991558075,0.050964657217264175
122,"And this promises to be interesting. 
",736.748,738.805130612227,0.011387567035853863,0.3668394088745117,0.6217730641365051
123,It would be a pity to miss it.”,739.0315651338204,740.4807460720185,0.2899607717990875,0.5041360259056091,0.20590321719646454
124,“But your client﻿—”,741.268,742.1800000000001,0.15449129045009613,0.8129719495773315,0.03253675252199173
125,“Never mind him. ,742.724,743.9720000000001,0.17712411284446716,0.64278244972229,0.18009339272975922
126,"I may want your help, and so may he. ",744.436,747.124,0.0428161583840847,0.7762905955314636,0.18089325726032257
127,"Here he comes. 
",747.692,748.4381253096989,0.041660357266664505,0.5936594009399414,0.3646802306175232
128,"Sit down in that armchair, Doctor, and give us your best attention.”",748.6872032834516,752.4920000000001,0.03450634703040123,0.4602831304073334,0.5052105784416199
129,"A slow and heavy step, which had been heard upon the stairs and in the passage, paused immediately outside the door. 
",753.796,760.5400000000001,0.08773931115865707,0.8526508808135986,0.05960980802774429
130,Then there was a loud and authoritative tap.,761.22,764.5305492062657,0.08731114119291306,0.7547197937965393,0.15796901285648346
131,"“Come in!” said Holmes.
",765.404,766.932,0.009427501820027828,0.6477203369140625,0.3428521752357483
132,"A man entered who could hardly have been less than six feet six inches in height, with the chest and limbs of a Hercules. ",767.924,775.0371110082017,0.035122405737638474,0.7538565397262573,0.2110210359096527
133,"His dress was rich with a richness which would, in England, be looked upon as akin to bad taste. ",775.74,781.488956991047,0.7365219593048096,0.24515490233898163,0.018323097378015518
134,"Heavy bands of astrakhan were slashed across the sleeves and fronts of his double-breasted coat, while the deep blue cloak which was thrown over his shoulders was lined with flame-coloured silk and secured at the neck with a brooch which consisted of a single flaming beryl. ",782.452,798.3960000000001,0.46505215764045715,0.5046443343162537,0.03030354529619217
135,"Boots which extended halfway up his calves, and which were trimmed at the tops with rich brown fur, completed the impression of barbaric opulence which was suggested by his whole appearance. ",799.2760000000001,811.5176567504063,0.46768900752067566,0.5082551836967468,0.024055829271674156
136,"He carried a broad-brimmed hat in his hand, while he wore across the upper part of his face, extending down past the cheekbones, a black vizard mask, which he had apparently adjusted that very moment, for his hand was still raised to it as he entered. ",812.42,827.6045479408141,0.05041169375181198,0.8915041089057922,0.05808419734239578
137,"From the lower part of the face he appeared to be a man of strong character, with a thick, hanging lip, and a long, straight chin suggestive of resolution pushed to the length of obstinacy.
",828.644,840.556,0.04635357856750488,0.7570578455924988,0.19658853113651276
138,“You had my note?” ,842.796,844.1614189204089,0.026906870305538177,0.9191139936447144,0.053979117423295975
139,he asked with a deep harsh voice and a strongly marked German accent. ,844.604,848.7806831609153,0.3125259578227997,0.6610494256019592,0.02642459236085415
140,“I told you that I would call.” ,849.572,851.5587571877874,0.02132537215948105,0.8601476550102234,0.11852695792913437
141,"He looked from one to the other of us, as if uncertain which to address.
",852.436,855.9063000023816,0.14493581652641296,0.8250346183776855,0.03002953715622425
142,"“Pray take a seat,” said Holmes. ",856.852,859.0600000000001,0.020394843071699142,0.8752907514572144,0.1043144017457962
143,"“This is my friend and colleague, Dr. Watson, who is occasionally good enough to help me in my cases. 
",859.62,866.0052796654494,0.008699788711965084,0.325253963470459,0.6660463213920593
144,Whom have I the honour to address?”,866.524,868.5966733688878,0.026814235374331474,0.9007610082626343,0.07242470234632492
145,"“You may address me as the Count Von Kramm, a Bohemian nobleman. ",869.4440000000001,874.4440000000001,0.014121731743216515,0.9309927821159363,0.05488552898168564
146,"I understand that this gentleman, your friend, is a man of honour and discretion, whom I may trust with a matter of the most extreme importance. ",875.548,885.7478068107847,0.035372063517570496,0.7665531039237976,0.19807477295398712
147,"If not, I should much prefer to communicate with you alone.”
",886.2280000000001,889.9960000000001,0.29808780550956726,0.62858647108078,0.07332571595907211
148,"I rose to go, but Holmes caught me by the wrist and pushed me back into my chair. ",891.3480000000001,895.764,0.09116460382938385,0.8765093088150024,0.032326120883226395
149,"“It is both, or none,” said he. ",896.956,899.076,0.05682992562651634,0.8037833571434021,0.13938669860363007
150,"“You may say before this gentleman anything which you may say to me.”
",899.588,902.86,0.04753202944993973,0.8134812712669373,0.13898669183254242
151,The Count shrugged his broad shoulders. ,903.9,906.0856216734674,0.04823083057999611,0.7413501143455505,0.21041902899742126
152,"“Then I must begin,” said he, “by binding you both to absolute secrecy for two years; at the end of that time the matter will be of no importance. ",906.668,919.2117533371602,0.031444016844034195,0.880999743938446,0.08755630999803543
153,"At present it is not too much to say that it is of such weight it may have an influence upon European history.”
",919.5,927.6124740882772,0.040069736540317535,0.8968757390975952,0.06305457651615143
154,"“I promise,” said Holmes.
",929.1800000000001,931.348643694569,0.010515875183045864,0.6148547530174255,0.37462931871414185
155,“And I.”,931.852,932.5240000000001,0.017396409064531326,0.8593005537986755,0.12330303341150284
156,"“You will excuse this mask,” continued our strange visitor. ",933.748,937.772,0.07207713276147842,0.8603086471557617,0.06761429458856583
157,"“The august person who employs me wishes his agent to be unknown to you, and I may confess at once that the title by which I have just called myself is not exactly my own.”
",938.532,951.028,0.041183240711688995,0.906328022480011,0.05248863250017166
158,"“I was aware of it,” said Holmes dryly.
",951.884,954.5240000000001,0.02661474421620369,0.8548405170440674,0.11854477971792221
159,"“The circumstances are of great delicacy, and every precaution has to be taken to quench what might grow to be an immense scandal and seriously compromise one of the reigning families of Europe. ",955.26,970.1217108110266,0.623763382434845,0.3497689962387085,0.02646765112876892
160,"To speak plainly, the matter implicates the great House of Ormstein, hereditary kings of Bohemia.”
",970.9,979.687287779543,0.023310381919145584,0.805230438709259,0.17145918309688568
161,"“I was also aware of that,” murmured Holmes, settling himself down in his armchair and closing his eyes.
",980.644,987.8389305569071,0.01639292575418949,0.8836365342140198,0.09997048228979111
162,"Our visitor glanced with some apparent surprise at the languid, lounging figure of the man who had been no doubt depicted to him as the most incisive reasoner and most energetic agent in Europe. 
",988.788,1000.6706973425283,0.10111548751592636,0.8439218997955322,0.054962579160928726
163,Holmes slowly reopened his eyes and looked impatiently at his gigantic client.,1001.508,1006.9429335906669,0.13627462089061737,0.7768484950065613,0.08687686920166016
164,"“If your Majesty would condescend to state your case,” he remarked, “I should be better able to advise you.”
",1008.404,1014.7,0.05211411416530609,0.8030821084976196,0.14480376243591309
165,The man sprang from his chair and paced up and down the room in uncontrollable agitation. ,1015.764,1020.7560000000001,0.5999008417129517,0.3818868398666382,0.01821225881576538
166,"Then, with a gesture of desperation, he tore the mask from his face and hurled it upon the ground. ",1021.3480000000001,1027.444,0.5520840287208557,0.4215395450592041,0.026376361027359962
167,"“You are right,” he cried; “I am the King. 
",1028.3560000000002,1031.949807049288,0.07361932843923569,0.4302656352519989,0.496115118265152
168,Why should I attempt to conceal it?”,1032.364,1034.5538040476126,0.0963246300816536,0.8601607084274292,0.04351460561156273
169,"“Why, indeed?” murmured Holmes. ",1035.516,1037.5588252236012,0.02868984267115593,0.9093338251113892,0.061976321041584015
170,"“Your Majesty had not spoken before I was aware that I was addressing Wilhelm Gottsreich Sigismond von Ormstein, Grand Duke of Cassel-Felstein, and hereditary King of Bohemia.”
",1038.1560000000002,1049.484,0.011211609467864037,0.9164683222770691,0.07232006639242172
171,"“But you can understand,” said our strange visitor, sitting down once more and passing his hand over his high white forehead, “you can understand that I am not accustomed to doing such business in my own person. ",1050.444,1064.7079999999999,0.02693001925945282,0.8204050660133362,0.15266500413417816
172,Yet the matter was so delicate that I could not confide it to an agent without putting myself in his power. ,1065.292,1072.5741045366526,0.1486487239599228,0.7906730771064758,0.060678139328956604
173,"I have come incognito from Prague for the purpose of consulting you.”
",1073.14,1077.8279999999997,0.02873903326690197,0.870537281036377,0.10072369873523712
174,"“Then, pray consult,” said Holmes, shutting his eyes once more.",1078.948,1083.7879999999998,0.0203473512083292,0.9231911897659302,0.056461505591869354
175,“The facts are briefly these: ,1084.9,1086.6562812696745,0.026996798813343048,0.8960298299789429,0.07697338610887527
176,"Some five years ago, during a lengthy visit to Warsaw, I made the acquaintance of the well-known adventuress, Irene Adler. 
",1087.1770806693394,1098.119455782313,0.005004166625440121,0.7049429416656494,0.2900529205799103
177,The name is no doubt familiar to you.”,1098.868,1100.8919999999998,0.30314770340919495,0.6539281606674194,0.04292416572570801
178,"“Kindly look her up in my index, Doctor,” murmured Holmes without opening his eyes. ",1102.172,1107.572,0.03099292889237404,0.8923482298851013,0.07665883004665375
179,"For many years he had adopted a system of docketing all paragraphs concerning men and things, so that it was difficult to name a subject or a person on which he could not at once furnish information. ",1108.412,1119.7479999999998,0.2224525511264801,0.741992175579071,0.03555527329444885
180,"In this case I found her biography sandwiched in between that of a Hebrew rabbi and that of a staff-commander who had written a monograph upon the deep-sea fishes.
",1120.66,1130.2936957768,0.07892706245183945,0.8727847933769226,0.04828805476427078
181,“Let me see!” said Holmes. ,1130.996,1132.7039418629638,0.006730555556714535,0.6294300556182861,0.36383941769599915
182,“Hum! Born in New Jersey in the year eighteen fifty eight,1133.156,1136.3042507562996,0.01182496827095747,0.7717035412788391,0.21647155284881592
183,Contralto﻿—hum! ,1136.4853983735743,1138.0251531204096,0.008336086757481098,0.4866074323654175,0.5050565004348755
184,"La Scala, hum! ",1138.4100918071185,1139.8999999999999,0.011731550097465515,0.45537039637565613,0.5328980684280396
185,Prima donna Imperial Opera of Warsaw﻿—yes! ,1140.388,1143.4983105817666,0.0033169249072670937,0.1407296359539032,0.8559533953666687
186,Retired from operatic stage﻿—ha! Living in London﻿—quite so! ,1143.6341712947228,1148.052,0.004222115036100149,0.2610745429992676,0.7347033023834229
187,"Your Majesty, as I understand, became entangled with this young person, wrote her some compromising letters, and is now desirous of getting those letters back.”
",1148.66,1157.8316157986314,0.5894256830215454,0.3847448229789734,0.025829507037997246
188,“Precisely so. ,1158.8208571049158,1160.270038043114,0.05950979143381119,0.5970997214317322,0.3433905243873596
189,But how﻿—”,1160.3832553039106,1161.1719999999998,0.11598410457372665,0.833156168460846,0.05085980147123337
190,“Was there a secret marriage?”,1162.028,1163.7344862234936,0.062257569283246994,0.9090937376022339,0.02864866890013218
191,“None.”,1164.084,1164.6839999999997,0.062171243131160736,0.8152705430984497,0.12255825102329254
192,“No legal papers or certificates?”,1165.332,1167.4706558297853,0.2507820427417755,0.732097864151001,0.01712001860141754
193,“None.”,1167.94,1168.532,0.062171243131160736,0.8152705430984497,0.12255825102329254
194,“Then I fail to follow your Majesty. ,1169.468,1171.4332599576705,0.12046650052070618,0.8179009556770325,0.06163254380226135
